v1,v2,,,
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
ham,K k:) sms chat with me.,,,
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
ham,No but the bluray player can,,,
ham,Ok... Then r we meeting later?,,,
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
ham,Just send a text. We'll skype later.,,,
ham,Ok leave no need to ask,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
ham,???è still got lessons?  ???è in sch?,,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
ham,Oh did you charge camera,,,
ham,"IÉ?¯???˙ve got some salt, you can rub it in my open wounds if you like!",,,
ham,Now i'm going for lunch.,,,
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ??_ r done.,,,
ham,Oh k. . I will come tomorrow,,,
ham,"Aight, text me tonight and we'll see what's up",,,
ham,U 2.,,,
ham,Water logging in desert. Geoenvironmental implications.,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
ham,K sure am in my relatives home. Sms me de. Pls:-),,,
ham,I sent them. Do you like?,,,
ham,"Fuuuuck I need to stop sleepin, sup",,,
ham,I'm in town now so i'll jus take mrt down later.,,,
ham,I just cooked a rather nice salmon a la you,,,
ham,I uploaded mine to Facebook,,,
ham,WHAT TIME U WRKIN?,,,
ham,Okie,,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
ham,"Sorry, I'll call later",,,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
ham,"It's wylie, you in tampa or sarasota?",,,
ham,Ok... Take ur time n enjoy ur dinner...,,,
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
ham,I like cheap! But iÉ?¯???˙m happy to splash out on the wine if it makes you feel better..,,,
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
ham,Ugh my leg hurts. Musta overdid it on mon.,,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or ?ù?ú5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost?ù?ú1.50/pm, Max10mins",,,
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
ham,Me fine..absolutly fine,,,
ham,How come she can get it? Should b quite diff to guess rite...,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
ham,I will reach ur home in  &lt;#&gt;  minutes,,,
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
ham,Hi.what you think about match?,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
ham,It is only yesterday true true.,,,
ham,K.k.how is your business now?,,,
ham,3 pa but not selected.,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,I keep ten rs in my shelf:) buy two egg.,,,
ham,I am late. I will be there at,,,
ham,Well thats nice. Too bad i cant eat it,,,
ham,I accidentally brought em home in the box,,,
ham,Pls she needs to dat slowly or she will vomit more.,,,
ham,I have to take exam with in march 3,,,
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
ham,5 nights...We nt staying at port step liao...Too ex,,,
ham,If I die I want u to have all my stuffs.,,,
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
ham,I re-met alex nichols from middle school and it turns out he's dealing!,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
ham,It means u could not keep ur words.,,,
ham,"Nope, I'm still in the market",,,
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
spam,YOU ARE CHOSEN TO RECEIVE A ?ù?ú350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,Hey what how about your project. Started aha da.,,,
ham,Ok cool. See ya then.,,,
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
ham,Yeah I can still give you a ride,,,
ham,"Jay wants to work out first, how's 4 sound?",,,
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,
ham,Its a part of checking IQ,,,
ham,Hmm thinking lor...,,,
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
ham,thanks for the temales it was wonderful. Thank. Have a great week.,,,
ham,Thank you princess! I want to see your nice juicy booty...,,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,U come n search tat vid..not finishd..,,,
ham,"K I'm leaving soon, be there a little after 9",,,
spam,Urgent! Please call 09061213237 from a landline. ?ù?ú5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
ham,You do your studies alone without anyones help. If you cant no need to study.,,,
ham,Please tell me not all of my car keys are in your purse,,,
ham,I didnt get anything da,,,
ham,Ok... Sweet dreams...,,,
ham,Well she's in for a big surprise!,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,1 in cbe. 2 in chennai.,,,
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
ham,I absolutely LOVE South Park! I only recently started watching the office.,,,
ham,Did you see that film:),,,
ham,Pls speak with me. I wont ask anything other then you friendship.,,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,Gud ni8.swt drms.take care,,,
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,
ham,Anything lar then ??_ not going home 4 dinner?,,,
ham,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
ham,Did u fix the teeth?if not do it asap.ok take care.,,,
ham,So u wan 2 come for our dinner tonight a not?,,,
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
ham,Its too late:)but its k.wish you the same.,,,
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
ham,Oh yeah clearly it's my fault,,,
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
spam,URGENT! Your Mobile number has been awarded with a ?ù?ú2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
ham,"Vikky, come around  &lt;TIME&gt; ..",,,
ham,"And how you will do that, princess? :)",,,
ham,I have gone into get info bt dont know what to do,,,
ham,"Yeah, probably here for a while",,,
ham,Sent me ur email id soon,,,
spam,"URGENT! You have won a 1 week FREE membership in our ?ù?ú100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
ham,I'm still pretty weak today .. Bad day ?,,,
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
ham,Dear where you. Call me,,,
ham,Xy trying smth now. U eat already? We havent...,,,
spam,Urgent! Please call 09061213237 from landline. ?ù?ú5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
ham,I donno its in your genes or something,,,
spam,XMAS iscoming & ur awarded either ?ù?ú500 CD gift vouchers & free entry 2 r ?ù?ú100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,
ham,Alex says he's not ok with you not being ok with it,,,
ham,Are u coming to the funeral home,,,
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
ham,I.ll hand her my phone to chat wit u,,,
ham,Well good morning mr . Hows london treatin' ya treacle?,,,
ham,I can't make it tonight,,,
ham,At WHAT TIME should i come tomorrow,,,
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
ham,Ill be at yours in about 3 mins but look out for me,,,
ham,What you did in  leave.,,,
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,
ham,"yeah, that's what I was thinking",,,
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,,
ham,My sister going to earn more than me da.,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ?ù?ú1.50,,,
ham,Hahaha..use your brain dear,,,
ham,Jus finish watching tv... U?,,,
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,
ham,Kothi print out marandratha.,,,
ham,But we havent got da topic yet rite?,,,
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
ham,"Thanks, I'll keep that in mind",,,
ham,Aah bless! How's your arm?,,,
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
ham,What makes you most happy?,,,
ham,Wishing you a wonderful week.,,,
ham,Sweet heart how are you?,,,
ham,"Sir, waiting for your letter.",,,
ham,Dude im no longer a pisces. Im an aquarius now.,,,
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
ham,I think steyn surely get one wicket:),,,
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
ham,My birthday is on feb  &lt;#&gt;  da. .,,,
ham,So when do you wanna gym?,,,
ham,You'd like that wouldn't you? Jerk!,,,
ham,Are u awake? Is there snow there?,,,
ham,And of course you should make a stink!,,,
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,
ham,When you guys planning on coming over?,,,
ham,Wat ??_ doing now?,,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
ham,Do I? I thought I put it back in the box,,,
ham,I'm home...,,,
ham,No one interested. May be some business plan.,,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,Good morning princess! Have a great day!,,,
ham,Guai... ???è shd haf seen him when he's naughty... ???è so free today? Can go jogging...,,,
ham,Aiyo cos i sms ??_ then ??_ neva reply so i wait 4 ??_ to reply lar. I tot ??_ havent finish ur lab wat.,,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
ham,Tell me something. Thats okay.,,,
ham,Ok,,,
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
ham,Yep get with the program. You're slacking.,,,
ham,I'm in inside office..still filling forms.don know when they leave me.,,,
ham,"I think your mentor is , but not 100 percent sure.",,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
spam,A ?ù?ú400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ?ù?ú400 reward. Just call 09066380611,,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
ham,Hi mom we might be back later than  &lt;#&gt; ,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
ham,"Lol, oh you got a friend for the dog ?",,,
ham,"Ok., is any problem to u frm him? Wats matter?",,,
ham,"K I'll head out in a few mins, see you there",,,
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,,,
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,,,
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or ?ù?ú250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",,,
ham,Somebody set up a website where you can play hold em using eve online spacebucks,,,
ham,Its sunny in california. The weather's just cool,,,
spam,You have 1 new message. Call 0207-083-6089,,,
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",,,
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I?ù??m knackered and i?ù??m dreading work tonight. What are thou upto tonight. X,,,
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,
ham,I'm at work. Please call,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,Nt joking seriously i told,,,
ham,Watching ajith film ah?,,,
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,,,
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
ham,I dont know exactly could you ask chechi.,,,
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,
ham,As in i want custom officer discount oh.,,,
ham,That's necessarily respectful,,,
ham,Hi. Hope you had a good day. Have a better night.,,,
ham,And he's apparently bffs with carly quick now,,,
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!è´????É?¯??_??É?????™ud evening...,,,
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,,,
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,,,
ham,So gd got free ice cream... I oso wan...,,,
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,,,
ham,So how many days since then?,,,
ham,Dear are you angry i was busy dear,,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ??_ leaving earlier or wat mah cos mayb ??_ haf to walk v far...,,,
ham,... Are you in the pub?,,,
ham,There is a first time for everything :),,,
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",,,
ham,I ask if u meeting da ge tmr nite...,,,
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,,,
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,,,
ham,East coast,,,
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,,,
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,,,
ham,Nope. I just forgot. Will show next week,,,
ham,So how are you really. What are you up to. How's the masters. And so on.,,,
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),,,
ham,I dont know oh. Hopefully this month.,,,
ham,"Hi elaine, is today's meeting confirmed?",,,
ham,Ok k..sry i knw 2 siva..tats y i askd..,,,
ham,"Sorry, I'll call later",,,
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
ham,Otherwise had part time job na-tuition..,,,
ham,Oh yeah! And my diet just flew out the window,,,
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,,,
ham,You didnt complete your gist oh.,,,
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",,,
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",,,
ham,If I was I wasn't paying attention,,,
ham,Thanx a lot 4 ur help!,,,
ham,You're gonna have to be way more specific than that,,,
ham,Jesus armand really is trying to tell everybody he can find,,,
ham,I'm wif him now buying tix lar...,,,
ham,Mode men or have you left.,,,
ham,Am slow in using biola's fne,,,
ham,"\What are youdoing later? Sar xxx\""""",,,
ham,Hey i've booked the 2 lessons on sun liao...,,,
ham,Thank you. do you generally date the brothas?,,,
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",,,
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",,,
spam,You have won a guaranteed 32000 award or maybe even ?ù?ú1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,,,
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,,,
ham,"And that's fine, I got enough bud to last most of the night at least",,,
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,,,
ham,So that takes away some money worries,,,
ham,"aight we can pick some up, you open before tonight?",,,
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",,,
ham,Sac needs to carry on:),,,
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,,,
ham,What???? Hello wats talks email address?,,,
ham,Except theres a chick with huge boobs.,,,
ham,Im just wondering what your doing right now?,,,
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,,
ham,Arun can u transfr me d amt,,,
ham,"Sorry, I'll call later",,,
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,,,
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,,,
ham,U GOIN OUT 2NITE?,,,
ham,I will treasure every moment we spend together...,,,
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÉ?¯???˙ll bring one anyway,,,
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true?ù?ÅC C Ringtone?ù?Å,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ?ù?ú33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
spam,"URGENT! Last weekend's draw shows that you have won ?ù?ú1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",,,
ham,Ok lor.,,,
ham,I thought slide is enough.,,,
ham,Yup,,,
ham,Well obviously not because all the people in my cool college life went home ;_;,,,
ham,Ok lor ??_ reaching then message me.,,,
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,,,
ham,Dhoni have luck to win some big title.so we will win:),,,
ham,Yes princess! I want to please you every night. Your wish is my command...,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,No probably  &lt;#&gt; %.,,,
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,Have you seen who's back at Holby?!,,,
ham,Shall call now dear having food,,,
spam,URGENT We are trying to contact you Last weekends draw shows u have won a ?ù?ú1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
ham,Ofcourse I also upload some songs,,,
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,,,
ham,K. I will sent it again,,,
ham,Oh thanks a lot..i already bought 2 eggs ..,,,
ham,K. I will sent it again,,,
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,,,
spam,Marvel Mobile Play the official Ultimate Spider-man game (?ù?ú4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,
ham,I think if he rule tamilnadu..then its very tough for our people.,,,
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",,,
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",,,
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,Why did I wake up on my own &gt;:(,,,
ham,Now get step 2 outta the way. Congrats again.,,,
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,,,
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,
ham,Apo all other are mokka players only,,,
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",,,
ham,Wait . I will msg after  &lt;#&gt;  min.,,,
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,,,
ham,I want to be inside you every night...,,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
ham,Lol they were mad at first but then they woke up and gave in.,,,
ham,I went to project centre,,,
ham,"ItÉ?¯???˙s reassuring, in this crazy world.",,,
ham,"Just making dinner, you ?",,,
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,
ham,Can you pls send me that company name. In saibaba colany,,,
ham,No. I dont want to hear anything,,,
ham,You are a big chic. Common. Declare,,,
